response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
1.0168,0.0000,0.0000,0.0000,1.0167,0.0000,200,5.1218
1.0167,0.0000,0.0000,0.0000,1.0167,0.0000,200,5.1219
1.0168,0.0000,0.0000,0.0000,1.0168,0.0000,200,5.1219
1.0168,0.0000,0.0000,0.0000,1.0168,0.0000,200,5.1219
1.0168,0.0000,0.0000,0.0000,1.0168,0.0000,200,5.1220
1.0168,0.0000,0.0000,0.0000,1.0168,0.0000,200,5.1220
1.0168,0.0000,0.0000,0.0000,1.0167,0.0000,200,5.1221
1.0168,0.0000,0.0000,0.0000,1.0168,0.0000,200,5.1221
1.0169,0.0000,0.0000,0.0000,1.0168,0.0000,200,5.1221
1.0063,0.0000,0.0000,0.0000,1.0060,0.0002,200,6.0429
1.0064,0.0000,0.0000,0.0000,1.0061,0.0002,200,6.0439
1.0065,0.0000,0.0000,0.0000,1.0064,0.0001,200,6.0444
1.0061,0.0000,0.0000,0.0000,1.0059,0.0001,200,6.0474
1.0054,0.0000,0.0000,0.0000,1.0053,0.0000,200,6.0484
1.0025,0.0000,0.0000,0.0000,1.0024,0.0000,200,6.0516
1.0023,0.0000,0.0000,0.0000,1.0023,0.0000,200,6.0520
1.0029,0.0000,0.0000,0.0000,1.0027,0.0000,200,6.0533
1.0011,0.0000,0.0000,0.0000,1.0011,0.0000,200,6.0553
1.0017,0.0000,0.0000,0.0000,1.0015,0.0001,200,6.0555
1.0034,0.0000,0.0000,0.0000,1.0034,0.0000,200,6.0558
1.0028,0.0000,0.0000,0.0000,1.0027,0.0000,200,6.0567
1.0024,0.0000,0.0000,0.0000,1.0024,0.0000,200,6.0572
1.0024,0.0000,0.0000,0.0000,1.0024,0.0000,200,6.0574
1.0020,0.0000,0.0000,0.0000,1.0019,0.0000,200,6.0580
1.0020,0.0000,0.0000,0.0000,1.0019,0.0001,200,6.0581
1.0019,0.0000,0.0000,0.0000,1.0019,0.0000,200,6.0583
1.0029,0.0000,0.0000,0.0000,1.0027,0.0001,200,6.0897
1.0026,0.0000,0.0000,0.0000,1.0024,0.0002,200,6.1057
1.0026,0.0000,0.0000,0.0000,1.0024,0.0001,200,6.1119
1.0026,0.0000,0.0000,0.0000,1.0024,0.0001,200,6.1124
1.0015,0.0000,0.0000,0.0000,1.0013,0.0002,200,6.1153
1.0009,0.0000,0.0000,0.0000,1.0009,0.0000,200,6.1172
1.0012,0.0000,0.0000,0.0000,1.0011,0.0000,200,6.1181
1.0002,0.0000,0.0000,0.0000,1.0001,0.0000,200,6.1200
1.0003,0.0000,0.0000,0.0000,1.0002,0.0000,200,6.1208
1.0015,0.0000,0.0000,0.0000,1.0015,0.0000,200,6.1227
1.0020,0.0000,0.0000,0.0000,1.0020,0.0000,200,6.1230
1.0020,0.0000,0.0000,0.0000,1.0019,0.0001,200,6.1233
1.0062,0.0000,0.0000,0.0000,1.0062,0.0000,200,6.1248
1.0046,0.0000,0.0000,0.0000,1.0045,0.0000,200,6.1268
1.0053,0.0000,0.0000,0.0000,1.0052,0.0000,200,6.1269
1.0074,0.0000,0.0000,0.0000,1.0074,0.0000,200,6.1270
1.0092,0.0000,0.0000,0.0000,1.0092,0.0001,200,6.1271
1.0101,0.0000,0.0000,0.0000,1.0100,0.0000,200,6.1271
1.0109,0.0000,0.0000,0.0000,1.0108,0.0000,200,6.1272
1.0079,0.0000,0.0000,0.0000,1.0078,0.0001,200,6.1320
1.0033,0.0000,0.0000,0.0000,1.0032,0.0000,200,6.1371
1.0023,0.0000,0.0000,0.0000,1.0022,0.0000,200,6.1384
1.0024,0.0000,0.0000,0.0000,1.0023,0.0001,200,6.1385
1.0025,0.0000,0.0000,0.0000,1.0024,0.0001,200,6.1385
1.0064,0.0000,0.0000,0.0000,1.0051,0.0013,200,6.1386
1.0088,0.0000,0.0000,0.0000,1.0076,0.0012,200,6.1386
1.0087,0.0000,0.0000,0.0000,1.0087,0.0000,200,6.1387
1.0088,0.0000,0.0000,0.0000,1.0087,0.0000,200,6.1387
1.0088,0.0000,0.0000,0.0000,1.0088,0.0000,200,6.1388
1.0088,0.0000,0.0000,0.0000,1.0088,0.0000,200,6.1388
1.0089,0.0000,0.0000,0.0000,1.0088,0.0000,200,6.1389
1.0110,0.0000,0.0000,0.0000,1.0099,0.0011,200,6.1389
1.0131,0.0000,0.0000,0.0000,1.0120,0.0011,200,6.1390
1.0041,0.0000,0.0000,0.0000,1.0039,0.0001,200,7.0492
1.0048,0.0000,0.0000,0.0000,1.0047,0.0001,200,7.0503
1.0045,0.0000,0.0000,0.0000,1.0044,0.0000,200,7.0509
1.0023,0.0000,0.0000,0.0000,1.0022,0.0000,200,7.0535
1.0037,0.0000,0.0000,0.0000,1.0036,0.0001,200,7.0538
1.0036,0.0000,0.0000,0.0000,1.0036,0.0000,200,7.0541
1.0042,0.0000,0.0000,0.0000,1.0041,0.0000,200,7.0543
1.0030,0.0000,0.0000,0.0000,1.0029,0.0000,200,7.0562
1.0032,0.0000,0.0000,0.0000,1.0030,0.0002,200,7.0564
1.0036,0.0000,0.0000,0.0000,1.0035,0.0000,200,7.0573
1.0027,0.0000,0.0000,0.0000,1.0026,0.0001,200,7.0592
1.0028,0.0000,0.0000,0.0000,1.0028,0.0000,200,7.0595
1.0030,0.0000,0.0000,0.0000,1.0029,0.0000,200,7.0596
1.0030,0.0000,0.0000,0.0000,1.0030,0.0000,200,7.0598
1.0047,0.0000,0.0000,0.0000,1.0046,0.0000,200,7.0599
1.0047,0.0000,0.0000,0.0000,1.0047,0.0000,200,7.0601
1.0047,0.0000,0.0000,0.0000,1.0047,0.0000,200,7.0602
1.0027,0.0000,0.0000,0.0000,1.0025,0.0001,200,7.0926
1.0020,0.0000,0.0000,0.0000,1.0019,0.0000,200,7.1083
1.0024,0.0000,0.0000,0.0000,1.0023,0.0000,200,7.1145
1.0021,0.0000,0.0000,0.0000,1.0020,0.0001,200,7.1150
1.0010,0.0000,0.0000,0.0000,1.0009,0.0001,200,7.1168
